Features,comp,Topic,k,Month,protos.random,n,comp1,comp2,Hop,protos,svm,diff,protos.diff,by
BoW,ER-R,LGBT,16,Aug,0.5329,10,ER,R,1,0.5736,0.562,-0.0115,0.0407,Ideology
BoW,ER-R,LGBT,16,Feb,0.5488,10,ER,R,1,0.5267,0.5619,0.0352,-0.022,Ideology
BoW,ER-R,LGBT,16,Jan,0.5484,10,ER,R,1,0.5876,0.5675,-0.0201,0.0392,Ideology
BoW,ER-R,LGBT,16,Jul,0.5121,10,ER,R,1,0.5027,0.5139,0.0113,-0.0095,Ideology
BoW,ER-R,LGBT,16,Jun,0.5264,10,ER,R,1,0.5552,0.5824,0.0272,0.0289,Ideology
BoW,ER-R,LGBT,16,Mar,0.4705,10,ER,R,1,0.4946,0.5335,0.0389,0.0241,Ideology
BoW,ER-R,LGBT,16,May,0.5603,10,ER,R,1,0.5855,0.5884,0.003,0.0252,Ideology
BoW,ER-R,LGBT,16,Sep,0.523,10,ER,R,1,0.5177,0.5776,0.0599,-0.0053,Ideology
BoW,ER-R,LGBT,32,Apr,0.501,10,ER,R,1,0.5315,0.524,-0.0075,0.0305,Ideology
BoW,ER-R,LGBT,32,Aug,0.5417,10,ER,R,1,0.5622,0.562,-1e-04,0.0205,Ideology
BoW,ER-R,LGBT,32,Feb,0.5487,10,ER,R,1,0.5471,0.5619,0.0148,-0.0016,Ideology
BoW,ER-R,LGBT,32,Jan,0.5873,10,ER,R,1,0.594,0.5675,-0.0265,0.0067,Ideology
BoW,ER-R,LGBT,32,Jul,0.4959,10,ER,R,1,0.4955,0.5139,0.0184,-4e-04,Ideology
BoW,ER-R,LGBT,32,Jun,0.5464,10,ER,R,1,0.5747,0.5824,0.0077,0.0283,Ideology
BoW,ER-R,LGBT,32,Mar,0.5056,10,ER,R,1,0.5146,0.5335,0.019,0.009,Ideology
BoW,ER-R,LGBT,32,May,0.5906,10,ER,R,1,0.5955,0.5884,-0.0071,0.0049,Ideology
BoW,ER-R,LGBT,32,Sep,0.538,10,ER,R,1,0.5619,0.5776,0.0157,0.0239,Ideology
BoW,ER-RC,AsylumSeekers,4,Apr,0.5987,10,ER,RC,2,0.6308,0.7412,0.1104,0.0321,Ideology
BoW,ER-RC,AsylumSeekers,4,Aug,0.5558,10,ER,RC,2,0.6698,0.7667,0.0969,0.1139,Ideology
BoW,ER-RC,AsylumSeekers,4,Feb,0.5554,10,ER,RC,2,0.7161,0.7754,0.0593,0.1607,Ideology
BoW,ER-RC,AsylumSeekers,4,Jan,0.6142,10,ER,RC,2,0.7187,0.7662,0.0475,0.1045,Ideology
BoW,ER-RC,AsylumSeekers,4,Jul,0.5678,10,ER,RC,2,0.6822,0.7938,0.1116,0.1145,Ideology
BoW,ER-RC,AsylumSeekers,4,Jun,0.5848,10,ER,RC,2,0.695,0.7234,0.0285,0.1102,Ideology
BoW,ER-RC,AsylumSeekers,4,Mar,0.5965,10,ER,RC,2,0.6972,0.8073,0.1101,0.1008,Ideology
BoW,ER-RC,AsylumSeekers,4,May,0.5975,10,ER,RC,2,0.6637,0.7919,0.1282,0.0662,Ideology
BoW,ER-RC,AsylumSeekers,4,Sep,0.5774,10,ER,RC,2,0.6603,0.728,0.0677,0.0829,Ideology
BoW,ER-RC,AsylumSeekers,8,Apr,0.632,10,ER,RC,2,0.6551,0.7412,0.0861,0.0231,Ideology
BoW,ER-RC,AsylumSeekers,8,Aug,0.5821,10,ER,RC,2,0.6712,0.7667,0.0954,0.0891,Ideology
BoW,ER-RC,AsylumSeekers,8,Feb,0.6204,10,ER,RC,2,0.7304,0.7754,0.045,0.11,Ideology
BoW,ER-RC,AsylumSeekers,8,Jan,0.643,10,ER,RC,2,0.7525,0.7662,0.0137,0.1095,Ideology
BoW,ER-RC,AsylumSeekers,8,Jul,0.6438,10,ER,RC,2,0.7164,0.7938,0.0773,0.0727,Ideology
BoW,ER-RC,AsylumSeekers,8,Jun,0.6154,10,ER,RC,2,0.7058,0.7234,0.0176,0.0905,Ideology
BoW,ER-RC,AsylumSeekers,8,Mar,0.6513,10,ER,RC,2,0.7489,0.8073,0.0584,0.0977,Ideology
BoW,ER-RC,AsylumSeekers,8,May,0.6453,10,ER,RC,2,0.6995,0.7919,0.0923,0.0542,Ideology
BoW,ER-RC,AsylumSeekers,8,Sep,0.6195,10,ER,RC,2,0.686,0.728,0.042,0.0665,Ideology
BoW,ER-RC,AsylumSeekers,16,Apr,0.6848,10,ER,RC,2,0.6976,0.7412,0.0437,0.0128,Ideology
BoW,ER-RC,AsylumSeekers,16,Aug,0.6469,10,ER,RC,2,0.7177,0.7667,0.049,0.0708,Ideology
BoW,ER-RC,AsylumSeekers,16,Feb,0.6757,10,ER,RC,2,0.7514,0.7754,0.0239,0.0757,Ideology
BoW,ER-RC,AsylumSeekers,16,Jan,0.6594,10,ER,RC,2,0.7423,0.7662,0.0239,0.0829,Ideology
BoW,ER-RC,AsylumSeekers,16,Jul,0.6853,10,ER,RC,2,0.7501,0.7938,0.0437,0.0648,Ideology
BoW,ER-RC,AsylumSeekers,16,Jun,0.6698,10,ER,RC,2,0.7417,0.7234,-0.0183,0.072,Ideology
BoW,ER-RC,AsylumSeekers,16,Mar,0.6799,10,ER,RC,2,0.7663,0.8073,0.041,0.0864,Ideology
BoW,ER-RC,AsylumSeekers,16,May,0.6918,10,ER,RC,2,0.7353,0.7919,0.0566,0.0435,Ideology
BoW,ER-RC,AsylumSeekers,16,Sep,0.6548,10,ER,RC,2,0.7119,0.728,0.0161,0.0571,Ideology
BoW,ER-RC,AsylumSeekers,32,Apr,0.6968,10,ER,RC,2,0.7039,0.7412,0.0373,0.0071,Ideology
BoW,ER-RC,AsylumSeekers,32,Aug,0.6981,10,ER,RC,2,0.745,0.7667,0.0217,0.0469,Ideology
BoW,ER-RC,AsylumSeekers,32,Feb,0.7211,10,ER,RC,2,0.7661,0.7754,0.0093,0.045,Ideology
BoW,ER-RC,AsylumSeekers,32,Jan,0.6982,10,ER,RC,2,0.7442,0.7662,0.022,0.046,Ideology
BoW,ER-RC,AsylumSeekers,32,Jul,0.7116,10,ER,RC,2,0.771,0.7938,0.0228,0.0594,Ideology
BoW,ER-RC,AsylumSeekers,32,Jun,0.6918,10,ER,RC,2,0.7482,0.7234,-0.0248,0.0564,Ideology
BoW,ER-RC,AsylumSeekers,32,Mar,0.7506,10,ER,RC,2,0.7986,0.8073,0.0087,0.0479,Ideology
BoW,ER-RC,AsylumSeekers,32,May,0.712,10,ER,RC,2,0.7735,0.7919,0.0183,0.0616,Ideology
BoW,ER-RC,AsylumSeekers,32,Sep,0.6828,10,ER,RC,2,0.7329,0.728,-0.0049,0.0501,Ideology
BoW,ER-RC,ClimateChange,4,Apr,0.5718,10,ER,RC,2,0.6692,0.6684,-7e-04,0.0974,Ideology
BoW,ER-RC,ClimateChange,4,Aug,0.5933,10,ER,RC,2,0.6754,0.7977,0.1223,0.0821,Ideology
BoW,ER-RC,ClimateChange,4,Feb,0.5827,10,ER,RC,2,0.6686,0.7099,0.0414,0.0858,Ideology
BoW,ER-RC,ClimateChange,4,Jan,0.5712,10,ER,RC,2,0.6722,0.7016,0.0294,0.101,Ideology
BoW,ER-RC,ClimateChange,4,Jul,0.5985,10,ER,RC,2,0.6403,0.7284,0.0881,0.0418,Ideology
BoW,ER-RC,ClimateChange,4,Jun,0.5937,10,ER,RC,2,0.6959,0.6903,-0.0055,0.1021,Ideology
BoW,ER-RC,ClimateChange,4,Mar,0.5381,10,ER,RC,2,0.6356,0.7181,0.0825,0.0976,Ideology
BoW,ER-RC,ClimateChange,4,May,0.5661,10,ER,RC,2,0.6363,0.6902,0.0539,0.0702,Ideology
BoW,ER-RC,ClimateChange,4,Sep,0.5674,10,ER,RC,2,0.6558,0.7883,0.1325,0.0884,Ideology
BoW,ER-RC,ClimateChange,8,Apr,0.6145,10,ER,RC,2,0.675,0.6684,-0.0066,0.0605,Ideology
BoW,ER-RC,ClimateChange,8,Aug,0.6547,10,ER,RC,2,0.7278,0.7977,0.0699,0.0731,Ideology
BoW,ER-RC,ClimateChange,8,Feb,0.6433,10,ER,RC,2,0.6814,0.7099,0.0285,0.0381,Ideology
BoW,ER-RC,ClimateChange,8,Jan,0.6238,10,ER,RC,2,0.6914,0.7016,0.0101,0.0676,Ideology
BoW,ER-RC,ClimateChange,8,Jul,0.6302,10,ER,RC,2,0.6624,0.7284,0.066,0.0322,Ideology
BoW,ER-RC,ClimateChange,8,Jun,0.6227,10,ER,RC,2,0.7028,0.6903,-0.0125,0.0802,Ideology
BoW,ER-RC,ClimateChange,8,Mar,0.6098,10,ER,RC,2,0.6791,0.7181,0.0391,0.0693,Ideology
BoW,ER-RC,ClimateChange,8,May,0.612,10,ER,RC,2,0.6623,0.6902,0.0279,0.0503,Ideology
BoW,ER-RC,ClimateChange,8,Sep,0.5966,10,ER,RC,2,0.6707,0.7883,0.1176,0.074,Ideology
BoW,ER-RC,ClimateChange,16,Apr,0.6653,10,ER,RC,2,0.7148,0.6684,-0.0463,0.0494,Ideology
BoW,ER-RC,ClimateChange,16,Aug,0.6854,10,ER,RC,2,0.7545,0.7977,0.0432,0.0691,Ideology
BoW,ER-RC,ClimateChange,16,Feb,0.6555,10,ER,RC,2,0.7062,0.7099,0.0037,0.0507,Ideology
BoW,ER-RC,ClimateChange,16,Jan,0.6398,10,ER,RC,2,0.7075,0.7016,-0.006,0.0677,Ideology
BoW,ER-RC,ClimateChange,16,Jul,0.6667,10,ER,RC,2,0.6933,0.7284,0.0351,0.0267,Ideology
BoW,ER-RC,ClimateChange,16,Jun,0.6809,10,ER,RC,2,0.7286,0.6903,-0.0383,0.0477,Ideology
BoW,ER-RC,ClimateChange,16,Mar,0.6361,10,ER,RC,2,0.7026,0.7181,0.0155,0.0665,Ideology
BoW,ER-RC,ClimateChange,16,May,0.6478,10,ER,RC,2,0.6912,0.6902,-0.001,0.0434,Ideology
BoW,ER-RC,ClimateChange,16,Sep,0.6235,10,ER,RC,2,0.691,0.7883,0.0973,0.0675,Ideology
BoW,ER-RC,ClimateChange,32,Apr,0.683,10,ER,RC,2,0.7006,0.6684,-0.0322,0.0176,Ideology
BoW,ER-RC,ClimateChange,32,Aug,0.7426,10,ER,RC,2,0.7703,0.7977,0.0274,0.0277,Ideology
BoW,ER-RC,ClimateChange,32,Feb,0.6704,10,ER,RC,2,0.7021,0.7099,0.0078,0.0317,Ideology
BoW,ER-RC,ClimateChange,32,Jan,0.6932,10,ER,RC,2,0.7472,0.7016,-0.0456,0.054,Ideology
BoW,ER-RC,ClimateChange,32,Jul,0.6846,10,ER,RC,2,0.7256,0.7284,0.0028,0.041,Ideology
BoW,ER-RC,ClimateChange,32,Jun,0.7151,10,ER,RC,2,0.7522,0.6903,-0.0619,0.0372,Ideology
BoW,ER-RC,ClimateChange,32,Mar,0.6819,10,ER,RC,2,0.7172,0.7181,0.001,0.0353,Ideology
BoW,ER-RC,ClimateChange,32,May,0.683,10,ER,RC,2,0.736,0.6902,-0.0458,0.053,Ideology
BoW,ER-RC,ClimateChange,32,Sep,0.6565,10,ER,RC,2,0.7327,0.7883,0.0556,0.0762,Ideology
BoW,ER-RC,GunControl,4,Apr,0.5682,10,ER,RC,2,0.5881,0.6726,0.0846,0.0199,Ideology
BoW,ER-RC,GunControl,4,Aug,0.5614,10,ER,RC,2,0.6156,0.7175,0.102,0.0542,Ideology
BoW,ER-RC,GunControl,4,Feb,0.548,10,ER,RC,2,0.6018,0.7208,0.119,0.0538,Ideology
BoW,ER-RC,GunControl,4,Jan,0.5622,10,ER,RC,2,0.5589,0.5713,0.0124,-0.0033,Ideology
BoW,ER-RC,GunControl,4,Jul,0.5565,10,ER,RC,2,0.579,0.7034,0.1244,0.0225,Ideology
BoW,ER-RC,GunControl,4,Jun,0.604,10,ER,RC,2,0.6505,0.7087,0.0582,0.0466,Ideology
BoW,ER-RC,GunControl,4,Mar,0.538,10,ER,RC,2,0.6385,0.7073,0.0687,0.1006,Ideology
BoW,ER-RC,GunControl,4,May,0.5646,10,ER,RC,2,0.6177,0.6792,0.0615,0.0531,Ideology
BoW,ER-RC,GunControl,4,Sep,0.5262,10,ER,RC,2,0.6055,0.7214,0.1158,0.0793,Ideology
BoW,ER-RC,GunControl,8,Apr,0.519,10,ER,RC,2,0.621,0.6726,0.0517,0.1019,Ideology
BoW,ER-RC,GunControl,8,Aug,0.576,10,ER,RC,2,0.6259,0.7175,0.0917,0.0499,Ideology
BoW,ER-RC,GunControl,8,Feb,0.5956,10,ER,RC,2,0.6659,0.7208,0.0549,0.0702,Ideology
BoW,ER-RC,GunControl,8,Jan,0.5625,10,ER,RC,2,0.5727,0.5713,-0.0014,0.0102,Ideology
BoW,ER-RC,GunControl,8,Jul,0.5487,10,ER,RC,2,0.6222,0.7034,0.0813,0.0735,Ideology
BoW,ER-RC,GunControl,8,Jun,0.6304,10,ER,RC,2,0.6617,0.7087,0.0471,0.0312,Ideology
BoW,ER-RC,GunControl,8,Mar,0.5734,10,ER,RC,2,0.6717,0.7073,0.0356,0.0983,Ideology
BoW,ER-RC,GunControl,8,May,0.5917,10,ER,RC,2,0.6229,0.6792,0.0562,0.0313,Ideology
BoW,ER-RC,GunControl,8,Sep,0.575,10,ER,RC,2,0.6575,0.7214,0.0638,0.0826,Ideology
BoW,ER-RC,GunControl,16,Apr,0.6331,10,ER,RC,2,0.6772,0.6726,-0.0045,0.044,Ideology
BoW,ER-RC,GunControl,16,Aug,0.5866,10,ER,RC,2,0.6597,0.7175,0.0579,0.0731,Ideology
BoW,ER-RC,GunControl,16,Feb,0.6232,10,ER,RC,2,0.6607,0.7208,0.0601,0.0374,Ideology
BoW,ER-RC,GunControl,16,Jan,0.5807,10,ER,RC,2,0.5962,0.5713,-0.0249,0.0156,Ideology
BoW,ER-RC,GunControl,16,Jul,0.5931,10,ER,RC,2,0.6938,0.7034,0.0096,0.1007,Ideology
BoW,ER-RC,GunControl,16,Jun,0.6213,10,ER,RC,2,0.704,0.7087,0.0047,0.0827,Ideology
BoW,ER-RC,GunControl,16,Mar,0.6169,10,ER,RC,2,0.704,0.7073,0.0032,0.0871,Ideology
BoW,ER-RC,GunControl,16,May,0.5917,10,ER,RC,2,0.6583,0.6792,0.0208,0.0667,Ideology
BoW,ER-RC,GunControl,16,Sep,0.6175,10,ER,RC,2,0.6727,0.7214,0.0486,0.0553,Ideology
BoW,ER-RC,GunControl,32,Apr,0.6427,10,ER,RC,2,0.6788,0.6726,-0.0062,0.0361,Ideology
BoW,ER-RC,GunControl,32,Aug,0.6205,10,ER,RC,2,0.6709,0.7175,0.0467,0.0504,Ideology
BoW,ER-RC,GunControl,32,Feb,0.6387,10,ER,RC,2,0.6599,0.7208,0.0609,0.0212,Ideology
BoW,ER-RC,GunControl,32,Jan,0.5731,10,ER,RC,2,0.5895,0.5713,-0.0182,0.0164,Ideology
BoW,ER-RC,GunControl,32,Jul,0.6351,10,ER,RC,2,0.6994,0.7034,0.0041,0.0643,Ideology
BoW,ER-RC,GunControl,32,Jun,0.6713,10,ER,RC,2,0.7075,0.7087,0.0012,0.0362,Ideology
BoW,ER-RC,GunControl,32,Mar,0.6713,10,ER,RC,2,0.7193,0.7073,-0.0121,0.048,Ideology
BoW,ER-RC,GunControl,32,May,0.6365,10,ER,RC,2,0.6875,0.6792,-0.0083,0.051,Ideology
BoW,ER-RC,GunControl,32,Sep,0.6576,10,ER,RC,2,0.7051,0.7214,0.0163,0.0475,Ideology
BoW,ER-RC,IllegalImmi,4,Apr,0.5437,10,ER,RC,2,0.5864,0.7417,0.1553,0.0427,Ideology
BoW,ER-RC,IllegalImmi,4,Aug,0.5457,10,ER,RC,2,0.6307,0.7207,0.09,0.085,Ideology
BoW,ER-RC,IllegalImmi,4,Feb,0.5661,10,ER,RC,2,0.6629,0.7485,0.0856,0.0968,Ideology
BoW,ER-RC,IllegalImmi,4,Jan,0.6155,10,ER,RC,2,0.7089,0.786,0.0771,0.0934,Ideology
BoW,ER-RC,IllegalImmi,4,Jul,0.5426,10,ER,RC,2,0.6274,0.6931,0.0657,0.0848,Ideology
BoW,ER-RC,IllegalImmi,4,Jun,0.5062,10,ER,RC,2,0.5992,0.6499,0.0507,0.093,Ideology
BoW,ER-RC,IllegalImmi,4,Mar,0.5803,10,ER,RC,2,0.67,0.7303,0.0603,0.0897,Ideology
BoW,ER-RC,IllegalImmi,4,May,0.5483,10,ER,RC,2,0.6267,0.7415,0.1148,0.0784,Ideology
BoW,ER-RC,IllegalImmi,4,Sep,0.5822,10,ER,RC,2,0.6471,0.7539,0.1068,0.0649,Ideology
BoW,ER-RC,IllegalImmi,8,Apr,0.5758,10,ER,RC,2,0.6183,0.7417,0.1234,0.0424,Ideology
BoW,ER-RC,IllegalImmi,8,Aug,0.5678,10,ER,RC,2,0.6579,0.7207,0.0628,0.09,Ideology
BoW,ER-RC,IllegalImmi,8,Feb,0.5925,10,ER,RC,2,0.6558,0.7485,0.0926,0.0634,Ideology
BoW,ER-RC,IllegalImmi,8,Jan,0.6459,10,ER,RC,2,0.7276,0.786,0.0584,0.0817,Ideology
BoW,ER-RC,IllegalImmi,8,Jul,0.5513,10,ER,RC,2,0.6436,0.6931,0.0494,0.0923,Ideology
BoW,ER-RC,IllegalImmi,8,Jun,0.5187,10,ER,RC,2,0.6118,0.6499,0.0381,0.0931,Ideology
BoW,ER-RC,IllegalImmi,8,Mar,0.6175,10,ER,RC,2,0.6872,0.7303,0.0431,0.0697,Ideology
BoW,ER-RC,IllegalImmi,8,May,0.5803,10,ER,RC,2,0.6429,0.7415,0.0986,0.0625,Ideology
BoW,ER-RC,IllegalImmi,8,Sep,0.6125,10,ER,RC,2,0.6674,0.7539,0.0865,0.0549,Ideology
BoW,ER-RC,IllegalImmi,16,Apr,0.6081,10,ER,RC,2,0.6582,0.7417,0.0835,0.0501,Ideology
BoW,ER-RC,IllegalImmi,16,Aug,0.6078,10,ER,RC,2,0.7214,0.7207,-7e-04,0.1136,Ideology
BoW,ER-RC,IllegalImmi,16,Feb,0.6342,10,ER,RC,2,0.6819,0.7485,0.0666,0.0477,Ideology
BoW,ER-RC,IllegalImmi,16,Jan,0.676,10,ER,RC,2,0.7388,0.786,0.0471,0.0628,Ideology
BoW,ER-RC,IllegalImmi,16,Jul,0.5641,10,ER,RC,2,0.652,0.6931,0.041,0.0879,Ideology
BoW,ER-RC,IllegalImmi,16,Jun,0.5436,10,ER,RC,2,0.6228,0.6499,0.0271,0.0793,Ideology
BoW,ER-RC,IllegalImmi,16,Mar,0.6025,10,ER,RC,2,0.708,0.7303,0.0222,0.1055,Ideology
BoW,ER-RC,IllegalImmi,16,May,0.6153,10,ER,RC,2,0.6745,0.7415,0.067,0.0592,Ideology
BoW,ER-RC,IllegalImmi,16,Sep,0.655,10,ER,RC,2,0.7301,0.7539,0.0238,0.0751,Ideology
BoW,ER-RC,IllegalImmi,32,Apr,0.648,10,ER,RC,2,0.6863,0.7417,0.0554,0.0383,Ideology
BoW,ER-RC,IllegalImmi,32,Aug,0.6514,10,ER,RC,2,0.7222,0.7207,-0.0014,0.0707,Ideology
BoW,ER-RC,IllegalImmi,32,Feb,0.6722,10,ER,RC,2,0.6881,0.7485,0.0604,0.0159,Ideology
BoW,ER-RC,IllegalImmi,32,Jan,0.6969,10,ER,RC,2,0.7492,0.786,0.0367,0.0523,Ideology
BoW,ER-RC,IllegalImmi,32,Jul,0.6035,10,ER,RC,2,0.697,0.6931,-0.004,0.0935,Ideology
BoW,ER-RC,IllegalImmi,32,Jun,0.5625,10,ER,RC,2,0.6407,0.6499,0.0092,0.0782,Ideology
BoW,ER-RC,IllegalImmi,32,Mar,0.6583,10,ER,RC,2,0.6858,0.7303,0.0444,0.0275,Ideology
BoW,ER-RC,IllegalImmi,32,May,0.6735,10,ER,RC,2,0.7007,0.7415,0.0408,0.0272,Ideology
BoW,ER-RC,IllegalImmi,32,Sep,0.6839,10,ER,RC,2,0.7429,0.7539,0.011,0.059,Ideology
BoW,ER-RC,LGBT,4,Apr,0.5526,10,ER,RC,2,0.6538,0.6927,0.039,0.1011,Ideology
BoW,ER-RC,LGBT,4,Aug,0.5633,10,ER,RC,2,0.6175,0.6882,0.0707,0.0542,Ideology
BoW,ER-RC,LGBT,4,Feb,0.5598,10,ER,RC,2,0.6251,0.7045,0.0794,0.0652,Ideology
BoW,ER-RC,LGBT,4,Jan,0.5754,10,ER,RC,2,0.6087,0.7088,0.1,0.0333,Ideology
BoW,ER-RC,LGBT,4,Jul,0.5432,10,ER,RC,2,0.6063,0.6807,0.0744,0.0631,Ideology
BoW,ER-RC,LGBT,4,Jun,0.5771,10,ER,RC,2,0.643,0.7314,0.0885,0.0658,Ideology
BoW,ER-RC,LGBT,4,Mar,0.5474,10,ER,RC,2,0.6018,0.6955,0.0937,0.0544,Ideology
BoW,ER-RC,LGBT,4,May,0.5327,10,ER,RC,2,0.5986,0.7306,0.1321,0.0659,Ideology
BoW,ER-RC,LGBT,4,Sep,0.5417,10,ER,RC,2,0.6222,0.6696,0.0475,0.0805,Ideology
BoW,ER-RC,LGBT,8,Apr,0.6082,10,ER,RC,2,0.6634,0.6927,0.0293,0.0552,Ideology
BoW,ER-RC,LGBT,8,Aug,0.5521,10,ER,RC,2,0.6217,0.6882,0.0665,0.0696,Ideology
BoW,ER-RC,LGBT,8,Feb,0.5734,10,ER,RC,2,0.6252,0.7045,0.0793,0.0518,Ideology
BoW,ER-RC,LGBT,8,Jan,0.6056,10,ER,RC,2,0.6437,0.7088,0.0651,0.0381,Ideology
BoW,ER-RC,LGBT,8,Jul,0.5604,10,ER,RC,2,0.5825,0.6807,0.0982,0.0221,Ideology
BoW,ER-RC,LGBT,8,Jun,0.5758,10,ER,RC,2,0.6792,0.7314,0.0522,0.1034,Ideology
BoW,ER-RC,LGBT,8,Mar,0.5473,10,ER,RC,2,0.6072,0.6955,0.0884,0.0598,Ideology
BoW,ER-RC,LGBT,8,May,0.5747,10,ER,RC,2,0.6162,0.7306,0.1144,0.0415,Ideology
BoW,ER-RC,LGBT,8,Sep,0.5627,10,ER,RC,2,0.6599,0.6696,0.0097,0.0973,Ideology
BoW,ER-RC,LGBT,16,Apr,0.646,10,ER,RC,2,0.6553,0.6927,0.0375,0.0092,Ideology
BoW,ER-RC,LGBT,16,Aug,0.6056,10,ER,RC,2,0.6331,0.6882,0.0551,0.0275,Ideology
BoW,ER-RC,LGBT,16,Feb,0.6134,10,ER,RC,2,0.6446,0.7045,0.06,0.0312,Ideology
BoW,ER-RC,LGBT,16,Jan,0.6435,10,ER,RC,2,0.6683,0.7088,0.0405,0.0248,Ideology
BoW,ER-RC,LGBT,16,Jul,0.5782,10,ER,RC,2,0.5953,0.6807,0.0854,0.0171,Ideology
BoW,ER-RC,LGBT,16,Jun,0.6353,10,ER,RC,2,0.708,0.7314,0.0235,0.0727,Ideology
BoW,ER-RC,LGBT,16,Mar,0.5821,10,ER,RC,2,0.6277,0.6955,0.0679,0.0455,Ideology
BoW,ER-RC,LGBT,16,May,0.5871,10,ER,RC,2,0.6518,0.7306,0.0789,0.0646,Ideology
BoW,ER-RC,LGBT,16,Sep,0.6406,10,ER,RC,2,0.639,0.6696,0.0306,-0.0015,Ideology
BoW,ER-RC,LGBT,32,Apr,0.653,10,ER,RC,2,0.69,0.6927,0.0027,0.0371,Ideology
BoW,ER-RC,LGBT,32,Aug,0.6035,10,ER,RC,2,0.6568,0.6882,0.0314,0.0533,Ideology
BoW,ER-RC,LGBT,32,Feb,0.6315,10,ER,RC,2,0.6784,0.7045,0.0261,0.0469,Ideology
BoW,ER-RC,LGBT,32,Jan,0.671,10,ER,RC,2,0.6793,0.7088,0.0294,0.0082,Ideology
BoW,ER-RC,LGBT,32,Jul,0.6145,10,ER,RC,2,0.6497,0.6807,0.031,0.0352,Ideology
BoW,ER-RC,LGBT,32,Jun,0.6714,10,ER,RC,2,0.7285,0.7314,0.003,0.0571,Ideology
BoW,ER-RC,LGBT,32,Mar,0.6384,10,ER,RC,2,0.6509,0.6955,0.0447,0.0125,Ideology
BoW,ER-RC,LGBT,32,May,0.6734,10,ER,RC,2,0.6759,0.7306,0.0548,0.0025,Ideology
BoW,ER-RC,LGBT,32,Sep,0.6608,10,ER,RC,2,0.6692,0.6696,4e-04,0.0085,Ideology
BoW,LC-L,AsylumSeekers,4,Apr,0.5522,10,LC,L,1,0.5791,0.6507,0.0716,0.0269,Ideology
BoW,LC-L,AsylumSeekers,4,Aug,0.5261,10,LC,L,1,0.5407,0.6128,0.0721,0.0146,Ideology
BoW,LC-L,AsylumSeekers,4,Feb,0.5421,10,LC,L,1,0.605,0.6819,0.0769,0.0629,Ideology
BoW,LC-L,AsylumSeekers,4,Jan,0.554,10,LC,L,1,0.6285,0.6594,0.0309,0.0745,Ideology
BoW,LC-L,AsylumSeekers,4,Jul,0.5437,10,LC,L,1,0.561,0.6312,0.0702,0.0173,Ideology
BoW,LC-L,AsylumSeekers,4,Jun,0.5567,10,LC,L,1,0.5994,0.6632,0.0639,0.0426,Ideology
BoW,LC-L,AsylumSeekers,4,Mar,0.5438,10,LC,L,1,0.5818,0.635,0.0532,0.0381,Ideology
BoW,LC-L,AsylumSeekers,4,May,0.5348,10,LC,L,1,0.579,0.6207,0.0418,0.0441,Ideology
BoW,LC-L,AsylumSeekers,4,Sep,0.5288,10,LC,L,1,0.5697,0.6237,0.054,0.0409,Ideology
BoW,LC-L,AsylumSeekers,8,Apr,0.5378,10,LC,L,1,0.6041,0.6507,0.0467,0.0663,Ideology
BoW,LC-L,AsylumSeekers,8,Aug,0.5451,10,LC,L,1,0.582,0.6128,0.0308,0.0368,Ideology
BoW,LC-L,AsylumSeekers,8,Feb,0.5696,10,LC,L,1,0.6371,0.6819,0.0448,0.0675,Ideology
BoW,LC-L,AsylumSeekers,8,Jan,0.5751,10,LC,L,1,0.6396,0.6594,0.0199,0.0644,Ideology
BoW,LC-L,AsylumSeekers,8,Jul,0.556,10,LC,L,1,0.6148,0.6312,0.0164,0.0588,Ideology
BoW,LC-L,AsylumSeekers,8,Jun,0.5643,10,LC,L,1,0.6138,0.6632,0.0494,0.0495,Ideology
BoW,LC-L,AsylumSeekers,8,Mar,0.5684,10,LC,L,1,0.6196,0.635,0.0154,0.0512,Ideology
BoW,LC-L,AsylumSeekers,8,May,0.5269,10,LC,L,1,0.5904,0.6207,0.0303,0.0635,Ideology
BoW,LC-L,AsylumSeekers,8,Sep,0.5113,10,LC,L,1,0.5895,0.6237,0.0342,0.0782,Ideology
BoW,LC-L,AsylumSeekers,16,Apr,0.5564,10,LC,L,1,0.6132,0.6507,0.0375,0.0567,Ideology
BoW,LC-L,AsylumSeekers,16,Aug,0.5793,10,LC,L,1,0.5872,0.6128,0.0256,0.0079,Ideology
BoW,LC-L,AsylumSeekers,16,Feb,0.5873,10,LC,L,1,0.6388,0.6819,0.0431,0.0515,Ideology
BoW,LC-L,AsylumSeekers,16,Jan,0.5931,10,LC,L,1,0.6537,0.6594,0.0058,0.0605,Ideology
BoW,LC-L,AsylumSeekers,16,Jul,0.5661,10,LC,L,1,0.6145,0.6312,0.0167,0.0484,Ideology
BoW,LC-L,AsylumSeekers,16,Jun,0.5756,10,LC,L,1,0.6353,0.6632,0.028,0.0597,Ideology
BoW,LC-L,AsylumSeekers,16,Mar,0.5893,10,LC,L,1,0.644,0.635,-0.009,0.0547,Ideology
BoW,LC-L,AsylumSeekers,16,May,0.5576,10,LC,L,1,0.6127,0.6207,0.008,0.0551,Ideology
BoW,LC-L,AsylumSeekers,16,Sep,0.5421,10,LC,L,1,0.5967,0.6237,0.0269,0.0546,Ideology
